miRNA_ID,GSM2385148,GSM2385149,GSM2385150,GSM2385151,GSM2385152,GSM2385153,GSM2385154,GSM2385155,GSM2385156,GSM2385157,GSM2385158,GSM2385159,GSM2385160,GSM2385161,GSM2385162,GSM2385163,GSM2385164,GSM2385165,GSM2385166,GSM2385167,GSM2385168,GSM2385169,GSM2385170,GSM2385171,GSM2385172,GSM2385173,GSM2385174,GSM2385175,GSM2385176,GSM2385177,GSM2385178,GSM2385179,GSM2385180,GSM2385181,GSM2385182,GSM2385183,GSM2385184,GSM2385185,GSM2385186,GSM2385187,GSM2385188,GSM2385189,GSM2385190,GSM2385191,GSM2385192,GSM2385193,GSM2385194,GSM2385195,GSM2385196,GSM2385197,GSM2385198,GSM2385199,GSM2385200,GSM2385201,GSM2385202,GSM2385203,GSM2385204,GSM2385205,GSM2385206,GSM2385207
hsa-miR-3713,-4.93,-1.303,-2.761,-3.6414999999999997,-1.9105,-3.005,-1.6239999999999999,-2.534,-4.0615000000000006,-5.3420000000000005,-4.076,-3.336,-4.49,-0.8815,-4.225,-3.2125,24937.0075,-2.0995,-5.563,22.668499999999998,-2.5955,-9.129999999999999,-2.8875,-3.5665,-2.3875,-5.3955,-3.5335,-2.914,-2.435,-5.8005,-4.6975,-2.214,-6.162,-4.819,-3.9509999999999996,-4.421,-4.8875,-3.1390000000000002,-2.7009999999999996,-0.565,-3.2670000000000003,-3.1125,-4.3655,-3.3314999999999997,-1.8715,-1.6115,-2.1855,-4.0424999999999995,-4.3945,-3.3594999999999997,-2.8994999999999997,-2.1079999999999997,-4.2635,-4.298,-4.1225000000000005,-0.9714999999999998,-3.693,-1.668,-3.195,-3.094
hsa-miR-3714,7.516500000000001,0.019500000000000028,-2.511,2.2105,-0.613,-1.317,-2.9074999999999998,-1.9835,3.1195,15.690000000000001,-3.1450000000000005,-3.464,-3.2560000000000002,2.5415,-3.7365000000000004,-2.5164999999999997,1.8719999999999999,1.532,13.1,-3.4875,-2.9925,22.295499999999997,2.007,-1.903,-4.2775,15.514500000000002,1.447,-3.8075,1.4505,-4.8275,-3.249,-3.816,25.8165,-3.1605,-3.9545000000000003,-3.4799999999999995,6.3235,-2.455,-2.5285,-2.468,-2.9435000000000002,-0.51,0.5795,-2.3739999999999997,-0.7594999999999998,-1.9149999999999998,-2.5975,-4.004,-2.2990000000000004,-2.0175,-2.8760000000000003,-2.319,-3.3024999999999998,-3.4685,7.6485,-1.458,-4.092499999999999,-1.0470000000000002,1.614,-2.2575000000000003
hsa-miR-371a-3p,7.131,-0.20050000000000007,-0.08049999999999997,3.689,0.36,20.152,0.020000000000000056,2.7510000000000003,4.0409999999999995,12.3535,-1.5779999999999998,0.805,-0.612,2.174,-0.7150000000000001,-0.352,2.7960000000000003,3.2689999999999997,15.193000000000001,-1.23,-0.583,15.578999999999999,2.6475,-0.6115,0.7265,15.9905,3.2424999999999997,-0.01700000000000008,1.8325,-1.6294999999999997,-2.0505000000000004,1.3074999999999999,16.101499999999998,-0.7130000000000001,-0.6715,-0.977,7.112,-0.011000000000000048,0.25650000000000006,0.5045,1.7835,-0.1745000000000001,1.5290000000000001,-0.7324999999999999,-0.2779999999999999,1.638,0.273,0.41999999999999993,-1.368,0.8484999999999999,0.3409999999999999,0.3725,-1.2165,-0.8320000000000001,7.365,-0.6160000000000001,-1.173,0.181,2.74,0.7385
hsa-miR-371a-5p,-1.8494999999999997,-0.7700000000000001,-3.6064999999999996,-2.3675,-1.2295,23.0165,-1.657,4.5115,-3.9730000000000003,-1.861,-4.4315,-2.4915,-4.7705,0.011000000000000166,-5.6045,-3.4314999999999998,-2.229,-0.316,-5.1155,-5.6659999999999995,-3.5800000000000005,-4.2075000000000005,-1.8960000000000001,-5.335,-1.9035,-4.0145,-1.8824999999999998,-4.656499999999999,-0.8805000000000002,-7.827500000000001,-4.178,-2.1125,-1.016,-4.8875,-4.2745,-2.5695,-2.3385,-2.1100000000000003,0.719,0.15550000000000014,-3.318,-2.857,-2.221,-2.384,-2.0115000000000003,-2.0765000000000002,-0.2555,-3.0845,-5.6005,-2.5765000000000002,-1.2435,-1.1535,-4.607,-4.2685,-0.4445,-5.1655,-2.3625,-2.6109999999999998,-0.7425,-3.911
hsa-miR-371b-3p,-1.4335,-2.4865,-3.5840000000000005,-3.2415,-3.7555,8.448,-2.1450000000000005,-3.3055,-3.107,-1.5105,-6.331,-3.471,-5.0475,-2.4509999999999996,-1.907,-3.9619999999999997,-1.4015000000000002,-2.6055,-4.593,-5.6335,-4.627,-4.729,-3.8145,-4.9975000000000005,-3.3725,-2.3665,-4.928,-4.3495,-3.0205,-5.582,-4.9475,-2.6149999999999998,-1.2005,-4.9735,-5.0525,-5.5424999999999995,-3.3020000000000005,-2.784,-1.351,-3.6355000000000004,-4.193,-4.049,-5.113,-3.036,-3.9824999999999995,-2.888,-3.1985,-5.633,-4.625,-3.223,-2.9025,-3.9005,-4.6505,-4.5649999999999995,-1.4395,-3.1635,-2.684,-2.2060000000000004,-4.0255,-4.6755
hsa-miR-371b-5p,14.0635,32.927499999999995,16.5625,16.783,30.023000000000003,30.6895,15.0125,23.509999999999998,27.5245,36.6205,12.0765,17.744,8.805,26.014999999999997,3.5244999999999997,13.008000000000001,14.436000000000002,24.6555,31.7925,18.3475,11.2955,14.312000000000001,22.7695,13.1845,18.058,10.2085,32.0835,14.91,18.5385,19.5895,21.082,19.923,18.889,12.7325,25.962,23.996000000000002,14.781,47.6105,37.278499999999994,31.281,18.555,9.048,27.8425,42.313,37.11,15.478,53.2275,38.2325,11.5235,15.498,21.243000000000002,30.538999999999998,13.342500000000001,11.4025,17.662,31.9615,40.624,30.7985,30.6175,16.168
hsa-miR-372-3p,-4.2935,-1.2594999999999998,-3.2644999999999995,-4.0355,-3.8049999999999997,5.761,-1.9955000000000003,-2.9579999999999997,-4.559,-5.996,-4.042,-3.2310000000000003,-4.467499999999999,0.8580000000000003,-3.5345,-2.966,-2.8615000000000004,-1.9929999999999999,-7.6370000000000005,-2.9185000000000003,-3.814,-10.7265,-2.207,-3.529,-2.05,-6.2695,-4.434,-3.7380000000000004,-3.0715,-4.7375,-3.904,-3.6379999999999995,-6.619,-2.899,-3.732,-3.8445,-5.1850000000000005,-2.989,-2.722,-2.4505,-0.8474999999999998,-2.9515000000000002,-4.266,-3.2090000000000005,-2.2640000000000002,-1.8285,-1.458,-4.3375,-2.9539999999999997,-1.9130000000000003,-2.9885,-2.6935000000000002,-2.3794999999999997,-1.3695,-2.7465,-2.052,-3.6734999999999998,-0.08649999999999995,-2.4875,-1.855
hsa-miR-372-5p,-2.2005,-0.16900000000000004,1.2005,-0.29950000000000004,0.625,4.6225000000000005,0.8285,0.8015000000000001,-0.39449999999999996,-4.023,-0.3295,2.316,1.2079999999999997,0.44800000000000006,0.6995,1.6995,0.001499999999999968,-0.16949999999999993,0.5669999999999997,0.683,0.5355000000000001,-9.886,1.3475,0.8845000000000001,1.654,-3.9405,-0.2505,1.268,-0.8995,-0.867,-0.741,1.083,-4.8385,1.452,2.61,1.3955,-1.5394999999999999,0.8004999999999999,3.7125,0.7985,0.8035,0.31300000000000006,-0.21000000000000002,0.9389999999999998,1.153,2.9375,2.472,1.474,-0.30599999999999994,1.4304999999999999,4.8675,1.77,-0.5385000000000001,-0.4305,-1.2985,1.0110000000000001,3.163,2.218,0.8795,1.78
hsa-miR-373-3p,-1.207,1.3264999999999998,1.4335,1.0870000000000002,1.261,0.7995,1.2025000000000001,0.47050000000000003,1.184,-2.617,1.2885,0.8445,0.652,2.3865,1.2195,1.7765,1.057,0.874,-3.0515,0.5455,-0.4335,-3.8835,1.939,0.1085,0.9650000000000001,-0.9719999999999999,3.2199999999999998,2.566,1.264,-1.0740000000000003,-0.21899999999999994,0.8370000000000001,1.332,0.27399999999999997,0.03750000000000002,-0.5050000000000001,1.6015000000000001,1.2690000000000001,1.487,0.526,0.532,0.275,-0.7715,-0.7055,0.21200000000000005,1.6350000000000002,0.563,-0.6074999999999999,1.5135,1.1800000000000002,0.4415,1.22,-0.7965,0.913,-0.11199999999999992,1.1755,0.7555,1.464,4.7915,1.8634999999999997
hsa-miR-373-5p,-2.806,-0.642,-1.067,0.1214999999999999,0.5654999999999999,24.663999999999998,0.197,-1.7165,-1.089,-3.4985,-3.0865,-2.0225,-3.8,-0.1829999999999999,-3.6734999999999998,-0.7260000000000002,-1.0399999999999998,-1.693,-2.6650000000000005,-4.4255,-3.0825,-4.8365,-0.806,-4.8315,-4.284000000000001,-4.0735,-3.186,-0.5220000000000005,-1.5755000000000001,-5.6695,-3.2424999999999997,-1.1104999999999998,-0.03949999999999996,-1.3615,-3.809,-1.411,-3.4910000000000005,-1.0135,0.2720000000000001,-0.8865000000000002,-1.6689999999999998,-2.8855,-2.1879999999999997,-1.682,-0.5429999999999999,-1.5895,1.843,-3.0215,-2.7645,-2.003,-2.2380000000000004,-1.8155000000000001,-3.9615,-3.18,-1.3365,-0.9414999999999999,-0.41150000000000003,-1.3645,0.677,-3.003
hsa-miR-374a-3p,0.7885,5.8185,7.4765,3.0100000000000002,5.109,7.5504999999999995,6.0985,6.0175,2.7935,-2.6275,4.6465000000000005,6.6325,4.023,9.528,5.997,5.3085,4.529999999999999,3.0744999999999996,0.36150000000000004,6.064500000000001,4.828,-10.037,4.764,4.294,5.574,-0.8205,5.9835,4.7425,2.222,4.615,4.694,6.884,-4.9174999999999995,5.4384999999999994,4.4475,5.023000000000001,3.1064999999999996,7.7345,5.9255,4.6530000000000005,8.361,6.0795,5.3265,5.7475000000000005,6.8935,4.939500000000001,5.561999999999999,6.394,6.2285,5.863,5.3854999999999995,5.4565,5.561999999999999,5.385,4.0135,5.970000000000001,6.476000000000001,5.976,3.41,5.111
hsa-miR-374a-5p,112.146,74.507,65.67699999999999,156.549,181.1845,420.24350000000004,257.4485,231.66,173.3035,158.286,118.13050000000001,275.835,45.059,988.2570000000002,84.315,107.6875,322.9615,204.6045,252.68200000000002,80.752,139.824,236.09699999999998,301.783,58.936,253.55700000000002,83.7255,303.34450000000004,32.495999999999995,144.6415,27.0985,234.59099999999998,101.4165,78.308,156.5715,119.251,381.1995,196.1215,484.343,665.5425,471.42749999999995,165.864,46.739,249.26149999999998,283.27200000000005,288.5545,96.297,466.071,153.64000000000001,24.131,272.8585,139.416,291.80949999999996,41.0635,85.931,88.063,128.0815,145.659,72.4595,71.583,84.9485
hsa-miR-374b-3p,-0.6729999999999999,3.8185000000000002,3.4135,2.375,3.9589999999999996,6.3375,2.6345,5.9555,1.1484999999999999,-1.5945,3.1355,5.332,2.059,6.4495000000000005,3.3914999999999997,4.9045000000000005,3.947,2.7905,0.9229999999999998,3.178,3.9880000000000004,-6.095000000000001,2.914,3.9859999999999998,4.967499999999999,-1.8684999999999998,4.1335,3.286,2.564,2.6425,3.5415,4.818,-2.8425000000000002,3.3225000000000002,4.3015,2.6235,0.5834999999999999,3.5130000000000003,5.3025,5.7465,4.4425,3.085,2.881,3.7765,4.1955,4.3100000000000005,4.694999999999999,5.005,4.2645,5.9295,4.463,3.5909999999999997,2.9095,2.9875,2.843,5.1295,4.0649999999999995,4.752000000000001,3.169,4.2615
hsa-miR-374b-5p,365.31550000000004,198.147,195.357,401.4425,5611.201999999999,1005.167,525.1085,391.2665,353.6885,567.3109999999999,451.09799999999996,485.553,231.086,288.4415,264.6755,223.9025,323.4005,443.554,765.7815,285.4375,296.752,451.725,742.0815,110.548,523.2045,257.06350000000003,541.9795,84.791,349.0425,66.7325,401.628,276.527,244.0085,454.713,205.6225,750.6560000000001,351.4925,681.01,1018.0274999999999,576.84,317.954,126.641,617.0409999999999,525.0055,637.4845,214.08200000000002,690.289,285.3355,79.8225,577.162,335.184,387.2025,148.475,355.103,300.519,430.93050000000005,346.65250000000003,255.18400000000003,223.7475,201.251
hsa-miR-374c-3p,0.944,3.2185,4.1805,2.364,2.825,5.051,4.5505,4.727,3.2805,-0.861,2.79,5.12,3.4864999999999995,7.812,3.3920000000000003,3.5534999999999997,5.7204999999999995,2.2455,-1.9440000000000002,3.614,3.0119999999999996,-6.722499999999999,3.7395000000000005,3.1945,5.503500000000001,0.125,3.6225,3.0869999999999997,2.854,1.6455000000000002,3.9839999999999995,5.3085,-2.0835,3.8625,3.3075,2.758,1.4315,4.4165,3.507,4.881,4.0175,2.8310000000000004,1.809,3.4924999999999997,4.0795,4.717499999999999,5.027,4.0,3.8089999999999997,5.164,5.3454999999999995,4.399,3.071,4.1674999999999995,4.499499999999999,3.9025,4.2975,6.5035,4.975,4.4555
hsa-miR-374c-5p,17.32,10.943,5.7045,14.998,11.623000000000001,32.4885,17.842499999999998,12.7975,12.6345,28.031,7.0635,21.856,2.651,8.497,4.639,2.3104999999999998,12.028,20.1535,14.517500000000002,5.276,9.702,14.166999999999998,28.0865,1.702,20.678,10.398,18.997,-0.008999999999999942,12.874500000000001,-0.493,20.8765,10.823,14.594,14.649000000000001,9.409,23.908,11.3485,24.0785,43.947500000000005,24.0565,12.1655,2.79,25.2035,20.179,26.4735,5.15,30.575499999999998,17.1905,-2.4945,21.737000000000002,9.504999999999999,14.4345,1.9810000000000003,9.501999999999999,10.689499999999999,7.6925,11.338,9.315,7.821,4.3485
hsa-miR-375,-8.146,-3.6645000000000003,-4.174,-4.373,-3.2354999999999996,46.51,-4.5455,-4.372,-6.9425,-9.980500000000001,-5.84,-4.856,-6.208,0.22449999999999987,-5.4335,-5.8765,-4.1695,-5.0045,-9.528,-6.5954999999999995,-5.974,-12.312000000000001,-4.5115,-4.715999999999999,-4.45,-7.2405,-5.911,-6.836,-6.109,-7.397,-6.007,-5.449,-9.077,-4.983,-5.3045,-4.032500000000001,-8.0845,-4.544,-3.7730000000000006,-2.7645,-5.7225,-3.6630000000000003,-6.472499999999999,-4.3420000000000005,-2.654,-2.4965,-4.3565,-4.1385,-5.5545,-4.6145000000000005,-3.9479999999999995,-3.624,-4.7915,-4.0015,-6.679,-5.2765,-3.7295000000000003,-2.5875,-4.8565,-6.5045
hsa-miR-376a-2-5p,1.6904999999999997,5.444,4.282500000000001,3.7935000000000003,3.321,10.515,5.0485,4.264,3.5549999999999997,3.585,5.2765,3.929,3.5004999999999997,6.212000000000001,5.701,5.2875,4.1315,4.826,2.9530000000000003,5.276,3.629,0.11250000000000004,5.5435,4.683,4.4795,5.0455,5.7835,5.399,5.203,3.282,5.1765,5.358,3.012,3.8185000000000002,2.696,4.3575,4.0685,4.183,4.978,4.3685,4.635,3.2024999999999997,3.7805,3.567,5.187,3.9979999999999998,3.2950000000000004,3.5909999999999997,3.9385,5.2204999999999995,5.3759999999999994,4.5920000000000005,3.4065,2.7495000000000003,4.939,3.725,4.8235,6.509,4.775,3.874
hsa-miR-376a-3p,-4.0409999999999995,1.8809999999999998,-2.147,-2.768,-0.666,5.8885,-0.4075000000000001,0.018499999999999982,-0.275,-6.250500000000001,0.9644999999999999,0.5814999999999999,-2.6265,-1.0025,-1.191,-2.0650000000000004,1.9490000000000003,3.4604999999999997,-6.378,1.659,-1.843,-11.719,0.7765000000000001,-3.4234999999999998,1.2435,-9.245000000000001,-5.037999999999999,-3.1145,-3.215,-3.2424999999999997,4.593999999999999,3.5780000000000003,-8.147,1.709,-1.284,0.6545000000000001,4.922,3.499,2.7815000000000003,6.061999999999999,5.0175,-1.3085,3.332,0.0059999999999999385,0.009000000000000074,1.738,0.33100000000000007,2.633,-2.8935,2.5925000000000002,-0.05049999999999997,2.9895,-0.723,-1.458,-1.7385000000000002,0.07000000000000002,2.2664999999999997,4.1295,-0.14050000000000007,-1.9170000000000003
hsa-miR-376a-5p,4.814,5.1594999999999995,3.037,4.339499999999999,3.4665,6.102,5.128,5.3175,4.4525,6.3165,5.1755,5.912,5.5225,4.36,4.0845,4.763,4.6735,6.0969999999999995,2.7725,6.3765,4.1225000000000005,1.6484999999999999,4.3325000000000005,2.336,5.093,3.7670000000000003,4.555000000000001,1.322,4.231,2.6719999999999997,4.503,4.4595,3.0300000000000002,5.046,3.53,4.282,6.462999999999999,5.183,5.1555,5.0705,7.289,4.1259999999999994,5.92,5.5305,8.116499999999998,4.3335,3.4055,4.503,4.0825000000000005,4.8405000000000005,4.8875,2.9805,4.013,4.8325000000000005,4.537000000000001,3.9805,6.1175,5.509,4.003500000000001,3.1315
hsa-miR-376b-3p,-5.6835,-1.3039999999999998,-0.9695,-2.6195,-1.6059999999999999,-0.22549999999999998,-0.9390000000000001,-0.29849999999999993,-3.0075,-9.8905,-1.4355,0.9175000000000001,-2.254,-0.13549999999999993,-1.8869999999999998,-0.35200000000000004,-1.3785,-3.4840000000000004,-9.2445,-1.6480000000000001,-1.289,-14.261000000000001,-3.116,-2.0255,0.6819999999999999,-7.3549999999999995,-2.605,-2.408,-2.864,-2.185,-2.2515,-0.2625,-12.733,-1.6035,-1.2285,-0.38700000000000007,-3.9435000000000002,1.213,-0.8515,0.21750000000000008,-1.1065,-1.1300000000000001,-1.168,-1.3535,-0.4455,-0.0945,-0.27649999999999997,0.5995000000000001,-2.626,0.2924999999999999,4.987,-1.011,-0.7535,-0.5519999999999999,-5.452,-1.8385000000000002,1.4315,0.908,-1.8399999999999999,-1.3945
hsa-miR-376b-5p,4.961,7.8405000000000005,5.4265,4.997,4.938000000000001,15.245499999999998,6.399500000000001,6.7065,5.285,5.383,6.3575,7.715000000000001,5.1635,8.595,8.4915,6.6530000000000005,7.9030000000000005,6.619,4.621,7.831,5.301,1.8845000000000003,7.3635,4.7165,9.147499999999999,5.1555,6.2195,5.802,4.5825000000000005,4.470000000000001,5.5225,6.32,5.4565,5.164499999999999,4.948,5.686999999999999,5.947,6.127999999999999,6.8454999999999995,6.911499999999999,9.0,4.032,4.1325,5.492,7.465999999999999,5.1615,4.893,7.321000000000001,5.521,7.0075,4.779999999999999,3.646,7.218999999999999,4.5655,5.775,7.7965,7.813,7.6135,4.9625,6.556
hsa-miR-376c-3p,-0.036499999999999845,4.776,0.621,0.5565,3.0955,32.088499999999996,3.0015,5.6755,2.1225,-1.1175000000000002,2.441,4.0565,0.751,4.8725000000000005,2.2425,0.32150000000000006,4.1274999999999995,4.8865,-3.2155,3.5235,0.12699999999999995,-8.583,4.8745,2.3955,4.767,-5.117,-0.9585000000000001,-0.7270000000000001,0.5870000000000001,0.8055,8.0765,4.646,-4.7635000000000005,0.5225000000000001,1.746,2.6325,9.2765,6.626,5.7170000000000005,9.839,5.6905,0.518,8.130500000000001,1.6975000000000002,2.9829999999999997,1.9129999999999998,3.1704999999999997,1.8524999999999998,1.7244999999999997,6.3309999999999995,1.3515,6.747,1.349,1.4545,0.4715,2.161,4.7985,3.785,4.1195,1.0459999999999998
hsa-miR-376c-5p,3.0744999999999996,6.0145,5.0455,5.465,4.1485,13.893,5.792,5.555,3.571,3.7700000000000005,4.9045000000000005,6.1945,3.386,5.5585,6.973999999999999,5.863,5.720000000000001,5.0075,5.4605,5.0104999999999995,5.3149999999999995,0.7910000000000001,5.1265,5.932,6.4895,4.706,5.827,4.345000000000001,6.8815,4.7015,7.2985,5.2365,4.9775,4.01,4.789,3.3909999999999996,5.3915,5.125500000000001,5.5415,3.4829999999999997,6.6835,4.1965,4.721,6.288,5.437,3.5814999999999997,3.5789999999999997,4.7805,4.9255,6.859999999999999,4.5915,3.9244999999999997,5.2445,3.7380000000000004,6.0255,4.5465,5.339499999999999,5.0915,7.288500000000001,5.411
hsa-miR-377-3p,-3.9479999999999995,-0.47800000000000004,-0.9765,-0.3015,-0.3019999999999999,8.571,-1.2625,2.1935,0.3164999999999999,-4.404999999999999,0.339,1.019,-1.5675000000000001,2.025,-0.7100000000000001,-0.794,1.0165,-0.851,-4.8965000000000005,-1.332,-1.0725,-8.327,1.057,-0.9890000000000001,0.9734999999999999,-6.476999999999999,-2.512,-2.431,-1.23,-1.338,2.1985,0.2895,-4.801,1.766,1.1515,0.4875,3.7009999999999996,5.2105,2.9055,2.803,2.087,-0.5909999999999999,1.187,0.914,0.9594999999999999,1.224,1.9765000000000001,0.602,-1.36,0.24799999999999986,2.188,1.6095,-1.597,1.375,-0.6164999999999999,-0.4010000000000001,1.3904999999999998,0.8145,0.6975,-1.0605
hsa-miR-377-5p,1.6949999999999998,1.444,0.5069999999999999,2.0829999999999997,1.1650000000000003,8.0595,0.5485,1.7075,2.47,6.842499999999999,0.833,1.253,-0.618,4.191,0.08149999999999993,1.2785,2.2039999999999997,2.7485,1.925,-0.3015,0.788,6.3325,2.512,-0.8879999999999999,1.347,4.7455,3.6079999999999997,-1.0494999999999999,0.43499999999999994,-1.2055,0.13049999999999995,-0.083,7.3055,0.294,0.9555000000000001,0.02100000000000003,2.496,1.895,0.9629999999999999,1.432,1.188,0.14300000000000002,1.4819999999999998,1.7125,0.034499999999999975,1.233,0.003999999999999959,0.3085,-0.11700000000000002,1.705,-0.014500000000000002,1.1800000000000002,-0.3109999999999999,2.1735,4.636,0.9615,2.465,1.5105,3.6480000000000006,1.185
hsa-miR-378a-3p,93.783,124.076,44.540000000000006,71.591,129.2845,209.33800000000002,110.32000000000001,65.9935,53.845000000000006,118.994,77.5655,95.011,41.6315,55.6905,34.421499999999995,144.792,65.2975,69.61,90.2835,66.9405,74.875,96.434,133.3665,23.2935,73.8275,46.3765,77.478,34.237,51.404999999999994,30.793,77.15299999999999,67.436,47.8095,65.3065,89.1055,151.80149999999998,63.2375,91.6995,133.108,153.482,54.984,24.8695,141.5455,85.189,140.787,58.2625,155.5165,46.114,25.8625,113.76500000000001,107.0385,94.9345,50.916000000000004,82.9505,38.2895,138.3845,209.664,73.607,70.441,105.6615
hsa-miR-378a-5p,96.5575,40.9675,23.4225,69.10650000000001,23.8695,76.0355,36.6105,12.395999999999999,48.4545,52.32899999999999,63.314,58.915,47.925,34.3775,23.3275,26.733999999999998,34.3655,44.8875,33.2025,63.24249999999999,40.338,46.6385,36.149,6.1095,31.186,32.351,24.8245,11.4515,29.448500000000003,9.7225,26.795499999999997,38.427,32.1715,75.933,44.854,45.0985,15.522,19.3615,28.160500000000003,37.052,56.5825,16.7655,37.756,29.4,27.8445,28.689999999999998,23.6065,23.2835,11.8565,42.104,23.7825,23.911,41.623000000000005,97.311,31.490500000000004,39.763,43.461,58.69,18.6705,22.6505
hsa-miR-378b,-4.504,1.538,-3.41,-4.1905,1.637,4.582999999999999,1.0215,-1.2109999999999999,-2.6825,-10.36,-3.816,0.9695,-5.5495,-1.462,-5.235,-4.133,-0.34550000000000003,-2.3,-10.436,-5.4575000000000005,-0.3525000000000001,-15.788999999999998,-0.5655,-4.9015,-1.8145,-10.5425,-4.12,-3.8845,-2.244,-6.4,-1.9489999999999998,2.0484999999999998,-8.713,0.6695,-0.3254999999999999,0.3085,-4.5335,-0.32,8.493500000000001,7.0535,-3.4509999999999996,-2.971,0.1369999999999999,-0.6105,0.7345,-1.89,6.1865,-1.324,-6.802,-2.7285,-0.7304999999999999,1.049,-3.4379999999999997,-2.9935,-3.9524999999999997,-1.5715,6.414,0.845,-0.688,-3.4884999999999997
hsa-miR-378c,-10.5705,-4.635,-4.454,-8.201,-4.496,-5.8065,-5.152,-6.064,-8.852500000000001,-11.942499999999999,-8.0285,-5.9285,-8.497499999999999,-2.5805,-7.103,-7.672499999999999,-4.789,-7.809,-15.8325,-9.733,-6.649500000000001,-19.929499999999997,-6.023,-6.587000000000001,-6.379,-13.226499999999998,-8.6545,-7.0280000000000005,-6.1915,-9.2785,-4.583,-6.36,-15.642,-7.5595,-6.7595,-7.518000000000001,-9.2,-5.6915,-2.8240000000000003,-4.5375,-6.626,-4.6905,-7.8635,-6.0920000000000005,-4.377000000000001,-4.6465000000000005,-3.8075,-6.412000000000001,-7.8069999999999995,-7.2780000000000005,-6.0085,-4.022,-7.102500000000001,-7.0205,-8.0145,-8.221,-6.507000000000001,-4.5945,-6.2455,-7.0575
hsa-miR-378d,2.1239999999999997,11.6345,2.181,2.21,12.348,18.8,9.462,4.249499999999999,1.0635,2.3449999999999998,1.839,7.672,-1.9965,2.6395,-2.2135000000000002,9.358,2.3175,2.7670000000000003,-3.7994999999999997,0.8305,5.4825,-4.6354999999999995,12.4665,-3.528,6.9875,-4.2065,3.0405,-1.77,0.05700000000000003,-4.1835,3.4274999999999998,4.663,-8.016499999999999,3.6410000000000005,5.2715000000000005,14.9185,1.581,9.267,25.0055,17.479499999999998,0.2165000000000002,-2.898,11.7425,7.9415000000000004,15.337,3.492,21.270500000000002,3.5424999999999995,-4.4835,11.9605,10.1375,9.830499999999999,0.7324999999999999,3.1525,-1.908,8.742,24.5325,5.5015,3.4365,5.7295
hsa-miR-378e,-7.675,-2.106,-5.4375,-5.8855,-2.7935,6.7655,-2.415,-4.026,-6.005,-9.8285,-7.0615,-4.006,-6.861,-1.5955,-5.531000000000001,-3.6439999999999997,-4.4295,-4.2645,-10.42,-4.652,-4.5715,-15.504,-3.431,-4.7545,-4.484,-9.7935,-6.523000000000001,-6.038,-4.8675,-7.864,-3.689,-2.6275,-10.672,-5.8515,-4.352,-3.4799999999999995,-6.592499999999999,-2.6145,0.6200000000000001,-0.20850000000000007,-4.755,-3.7030000000000003,-4.1955,-3.6689999999999996,-0.9205,-3.4850000000000003,0.8869999999999999,-4.835,-6.2255,-3.446,-2.8075,-3.4859999999999998,-6.090999999999999,-4.6579999999999995,-5.5024999999999995,-4.804,-1.0525,-2.893,-4.7735,-4.6775
hsa-miR-378f,-7.4795,-2.992,-4.849,-6.117,-2.504,7.3165,-4.0265,-4.8255,-6.662999999999999,-9.3855,-6.356,-3.12,-6.5095,-1.9609999999999999,-6.600499999999999,-4.8205,-5.053,-6.1274999999999995,-10.3455,-7.5920000000000005,-5.958,-12.7,-4.625500000000001,-6.786,-4.619,-9.8425,-6.5075,-8.135,-4.5954999999999995,-8.658,-6.3345,-3.2994999999999997,-9.366,-4.982,-4.583,-3.9909999999999997,-8.370000000000001,-2.4925,-0.53,0.08299999999999996,-5.7445,-3.193,-5.489,-3.7605000000000004,-1.7875,-3.437,-0.17499999999999996,-7.3629999999999995,-6.648000000000001,-3.814,-4.237,-3.6865,-5.697,-5.6415,-5.863,-4.2065,0.11650000000000027,-2.826,-5.745,-6.7325
hsa-miR-378g,-6.853,-1.208,-5.974,-4.0595,-0.9135,7.9254999999999995,-2.274,-3.565,-5.82,0.575,-6.716499999999999,-2.7795,-6.3055,2.0500000000000003,-5.7775,-2.238,-4.109,-5.8915,-11.622499999999999,-5.357,-4.37,-14.870500000000002,-2.476,-7.452500000000001,-1.6625,-9.8545,-5.621,-5.654,-3.406,-8.334999999999999,-5.887,-3.4195,-11.3245,-3.9814999999999996,-3.5675,-1.707,-4.878,-0.368,2.4074999999999998,1.0355,-3.2945,-4.1674999999999995,-1.0185,-1.984,-0.3590000000000001,-0.925,1.754,-4.646,-7.261,-2.2325,-0.8789999999999999,0.10149999999999988,-4.913,-3.4445,-7.972499999999999,-4.585500000000001,2.763,-2.023,-2.617,-2.912
hsa-miR-378h,-2.3975,-2.4170000000000003,-3.1145,-2.371,-0.8390000000000001,0.7190000000000001,-1.5775000000000001,-2.4545000000000003,-3.154,-4.5915,-2.363,-1.162,-4.084,0.7130000000000001,-2.472,-3.05,-2.664,-1.7185,-6.5095,-2.9985,-2.6935,-8.565000000000001,-1.6865,-3.7560000000000002,-3.55,-5.099,-3.4299999999999997,-3.5770000000000004,-2.4165,-4.9670000000000005,-0.012999999999999812,-2.1205000000000003,-3.5265,-2.9185,-4.2445,-3.9635,-4.296,-3.3950000000000005,-1.213,-1.7685,-2.127,-1.9914999999999998,-4.438000000000001,-1.0939999999999999,-2.0330000000000004,-1.06,-1.2835,-2.1405000000000003,-2.5405,-3.6450000000000005,-2.527,-3.6414999999999997,-2.253,-0.724,-3.0765000000000002,-4.173,-2.4505,-2.976,-1.8419999999999999,-2.244
