miRNA_ID,GSM2385148,GSM2385149,GSM2385150,GSM2385151,GSM2385152,GSM2385153,GSM2385154,GSM2385155,GSM2385156,GSM2385157,GSM2385158,GSM2385159,GSM2385160,GSM2385161,GSM2385162,GSM2385163,GSM2385164,GSM2385165,GSM2385166,GSM2385167,GSM2385168,GSM2385169,GSM2385170,GSM2385171,GSM2385172,GSM2385173,GSM2385174,GSM2385175,GSM2385176,GSM2385177,GSM2385178,GSM2385179,GSM2385180,GSM2385181,GSM2385182,GSM2385183,GSM2385184,GSM2385185,GSM2385186,GSM2385187,GSM2385188,GSM2385189,GSM2385190,GSM2385191,GSM2385192,GSM2385193,GSM2385194,GSM2385195,GSM2385196,GSM2385197,GSM2385198,GSM2385199,GSM2385200,GSM2385201,GSM2385202,GSM2385203,GSM2385204,GSM2385205,GSM2385206,GSM2385207
hsa-miR-4633-5p,0.6045,-2.1805,-3.5520000000000005,-2.916,-2.2235,0.6840000000000004,-3.5,-3.063,-1.5815,3.464,-4.6625,-4.2135,-4.410500000000001,-0.05750000000000014,-4.912,-4.4115,-1.7005000000000003,0.22749999999999987,1.6130000000000002,-2.4875,-4.6674999999999995,7.1325,-1.0594999999999999,-5.17,-4.8535,3.0865,-3.879,-5.726,-0.8229999999999998,-5.9015,-5.182,-4.2635,5.6305,-4.579,-3.6315,-4.3765,-0.35,-2.5700000000000003,-2.9074999999999998,-4.3575,-3.996,-3.6345,-2.9255,-4.0344999999999995,-2.9325,-2.413,-1.9805,-3.66,-6.229,-5.0335,-4.278499999999999,-3.5315,-5.0545,-3.8630000000000004,-0.7080000000000001,-5.802,-4.233,-4.042,-3.7265,-4.418
hsa-miR-4634,-5.9455,-1.2405000000000002,-3.7725,-4.709,-2.3890000000000002,5.0075,-1.7945,-2.947,-5.6235,-6.078,-7.3755,-2.518,-7.878,-2.571,-6.8805000000000005,-1.6695,-4.1979999999999995,-2.798,-12.211,-5.5835,-4.4885,-11.7615,-4.3205,-6.4704999999999995,-1.9140000000000001,-9.214,-6.0275,-6.2835,-3.9605000000000006,-8.494,-3.91,-4.466,-7.1225,-2.8695,-3.2840000000000003,-1.9215,-5.417,-3.163,-0.35,3.535,-3.253,-4.4885,-3.562,-0.462,-0.034499999999999954,-1.2690000000000001,2.4825,-2.5815,-7.7435,-2.1870000000000003,-1.6975000000000002,1.7325,-5.1805,-3.899,-3.9335,-1.588,-0.9279999999999999,-1.7485,-4.9615,-3.7505
hsa-miR-4635,-5.9505,-5.207,-4.9935,-6.2595,-4.633,1.7034999999999993,-1.7945,-5.2435,-5.429,-4.3765,-7.846000000000001,-4.6845,-5.367,-3.37,-7.595000000000001,-6.218,-3.1414999999999997,-3.2465,-6.765000000000001,-5.9905,-4.7385,-7.651999999999999,-3.2670000000000003,-6.6345,-2.7784999999999997,-3.9465000000000003,-5.6674999999999995,-6.798,-4.883,-7.348999999999999,-7.203999999999999,-3.9574999999999996,-2.0675,-4.8165,-6.526000000000001,-5.928,-5.1095,-4.965999999999999,-5.269,-5.6635,-6.3845,-4.709,-5.7835,-4.0525,-4.9205,-2.73,-4.2090000000000005,-5.748,-6.8155,-5.167,-4.8515,-5.9695,-5.822,-4.4215,-3.7115,-7.020999999999999,-6.4239999999999995,-3.3445,-5.053,-5.849500000000001
hsa-miR-4636,-3.653,-0.9440000000000002,-2.088,-1.566,-0.7925,-1.406,-1.5775,-1.795,-1.8935,-3.2030000000000003,-3.3425,-0.5424999999999999,-2.5085,-0.197,-2.8355,-1.5855000000000001,-1.3014999999999999,-1.248,-3.6075000000000004,-2.9985,-2.043,-3.745,-0.6155000000000002,-2.83,-0.38150000000000006,-4.1665,-0.6559999999999999,-2.4154999999999998,-1.2125,-3.715,-2.4665,-2.311,-3.3145,-3.3495,-1.9245,-1.347,-3.838,-0.4215000000000001,-1.004,-1.1375,-1.523,-1.3610000000000002,-3.543,-0.11449999999999991,1.4415,-1.288,0.20950000000000002,-0.772,-2.4015,0.31599999999999995,-1.2105000000000001,-0.9109999999999999,-2.757,-1.9855,-0.24749999999999991,-2.96,-1.0985,0.19649999999999998,-1.7,-2.3735
hsa-miR-4637,-8.5755,-2.56,-2.4645,-5.2945,-3.0375,1.097,-2.4219999999999997,-4.2585,-5.068,-10.1675,-3.1475,-1.8380000000000003,-5.1805,-1.277,-2.8415,-3.9025,-4.0565,-3.633,-11.816500000000001,-3.2005000000000003,-4.3285,-17.868000000000002,-2.517,-5.4270000000000005,-1.623,-11.119,-6.2555,-5.0135,-5.093999999999999,-5.7475000000000005,-3.3579999999999997,-1.8954999999999997,-11.252500000000001,-2.4635000000000002,-3.9909999999999997,-3.8225000000000002,-4.568,-1.5755000000000001,-3.1985,-2.339,-3.132,-1.7329999999999999,-3.3770000000000002,-2.2235,-1.2205,-0.08100000000000004,-2.227,-4.644,-3.1305,-3.0490000000000004,-2.898,-2.2325,-2.1079999999999997,-3.3135,-5.6785,-3.4755000000000003,-3.087,-0.8355,-3.6545,-2.9810000000000003
hsa-miR-4638-3p,-10.346,-7.0745000000000005,-7.1205,7484.514499999999,-5.437,-8.1525,-7.374,-7.703,-9.756499999999999,-12.661,-10.929,-6.931,-8.27,-3.1205,-9.7225,-9.5335,-7.4905,-8.9955,-15.0775,-10.469,-8.253,-16.8095,-7.984,-9.175,-5.532,-13.4845,-11.619,-8.919,-8.5045,-10.498999999999999,-9.701,-8.2295,-12.2625,-8.5135,-7.752,-8.448,-11.1745,-7.6705,-5.9935,-7.775,-8.9275,-7.281499999999999,-9.4165,-6.5565,-7.8870000000000005,-5.1240000000000006,-6.4355,-7.906999999999999,-10.2905,-8.5535,-7.6255,-6.909999999999999,-7.916499999999999,-8.977500000000001,-8.432500000000001,-9.8365,-7.1315,-5.8835,-7.843999999999999,-8.706999999999999
hsa-miR-4638-5p,-9.061,-4.3555,-4.9805,-5.4479999999999995,-5.1465000000000005,0.4934999999999997,-4.1955,-5.1175,-7.595000000000001,-11.347,-7.589499999999999,-4.0175,-6.840000000000001,-2.3595,-5.417,-5.7625,-5.189,-5.7975,-11.7905,-5.827,-6.055000000000001,-17.531,-4.9955,-7.133,-4.8835,-13.6405,-7.065,-5.959999999999999,-4.475,-7.023000000000001,-6.7565,-3.1945,-10.272,-6.157500000000001,-5.6125,-6.431,1076.5755,-3.8375,-2.556,-4.924,-3.9520000000000004,-4.6475,-7.38,-4.707,-4.8759999999999994,-3.749,-2.3594999999999997,-5.8995,-7.2235,-5.7165,-4.101,-4.411,-5.4755,-5.3925,-7.306,-6.8775,-5.1555,-2.6905,-5.5504999999999995,-5.5675
hsa-miR-4639-3p,5.7155000000000005,2.048,-0.4265,1.9149999999999998,-1.0535,2.1805,-0.19350000000000006,0.10300000000000002,3.7909999999999995,10.188500000000001,-0.994,-0.9695,-1.519,0.8879999999999999,-0.5345,0.49849999999999994,1.4605000000000001,2.61,10.1205,1.4285,-1.954,14.8995,3.373,-1.0895,-2.084,10.019,2.853,-1.154,3.0335,-1.6515,-1.7879999999999998,-0.9,15.961499999999997,-0.8905,0.426,-2.3855,4.423,-0.1745000000000001,0.06200000000000001,-0.9135,-0.261,-0.9855,1.45,-1.1435,0.999,1.0705,-0.381,-0.7045,-0.719,-1.019,0.08699999999999997,-0.8965,-1.3665,0.02849999999999988,6.25,0.09749999999999992,34.1545,0.769,2.0395,-0.37
hsa-miR-4639-5p,-6.051,-0.6815,-2.307,-3.214,-1.56,8.1345,-1.3475,10.2185,-2.9925,-9.1375,-3.075,-0.7975000000000001,-1.9419999999999997,-1.413,-1.714,-2.7265,-1.7719999999999998,-1.6759999999999997,-10.0215,-1.95,-2.2615,-13.088999999999999,-2.7855,-2.066,-0.4295,-7.3165,-1.7925,-2.842,-2.7635,-3.8205,-2.5469999999999997,-1.4455,-9.6645,-1.3619999999999999,-2.439,-3.138,-4.5634999999999994,-0.748,0.47350000000000003,-0.6784999999999999,-2.4215,-0.6875,-3.05,-2.044,-0.22350000000000003,-0.42299999999999993,-1.119,-2.685,-1.7885000000000002,0.23600000000000007,0.015500000000000047,-0.842,-2.0285,-2.179,-0.19449999999999995,-3.221,-1.0725000000000002,-0.06649999999999998,-2.289,-2.689
hsa-miR-4640-3p,3.589,0.7150000000000001,-1.1969999999999998,0.882,-0.2935,5.739999999999999,-0.8995000000000001,-1.0899999999999999,0.6295,8.467,-2.0545,-2.3245,-3.0484999999999998,0.08350000000000002,-4.7035,-1.4415,1.8445,-0.3795,13.873000000000001,-3.5705,-1.018,10.7385,0.8305,-2.5275,-0.7409999999999999,7.5969999999999995,-0.009000000000000008,-3.9775,2.0235,-4.4885,-3.568,-1.3599999999999999,12.0455,-1.0134999999999998,-2.808,-2.6945,2.2235,-1.6059999999999999,-0.5519999999999999,-1.8435,-2.3489999999999998,-2.5915,-1.043,-1.393,1.698,-0.5655,-1.1380000000000001,-2.783,-3.3555,-1.8,-1.7745000000000002,-1.968,-2.2425,-2.2525,3.6275,-1.9965,-2.0525,-2.2885,-1.0390000000000001,-3.0309999999999997
hsa-miR-4640-5p,-8.621500000000001,-5.4145,-4.8185,-7.464499999999999,-4.1045,-6.759,-5.2325,-5.979,-6.7345,-9.22,-8.23,-6.0435,-8.174,-2.023,-7.156499999999999,-8.0875,-4.7945,-6.642,-12.6445,-7.6435,-6.9235,-12.8505,-5.836,-8.809000000000001,-4.924,-8.952,-8.0495,-8.6005,-4.6215,-9.692499999999999,-5.3945,-7.058,-7.520999999999999,-5.734,-7.439,-6.7655,-8.514,-5.214499999999999,-4.156000000000001,-4.1125,-6.914,-5.6135,-7.372,-3.964,-4.611,-4.6055,-3.1705,-5.3845,-7.4935,-4.4975000000000005,-6.8950000000000005,-5.864,-5.519,-7.154000000000001,-6.5954999999999995,-7.7685,-6.2305,-4.2989999999999995,-4.506,-6.7090000000000005
hsa-miR-4641,4.4125,1.775,0.40700000000000003,1.889,0.7939999999999999,0.4549999999999999,1.7845,-0.14499999999999996,2.4135,6.6795,-1.095,-0.09800000000000005,-1.054,5.961499999999999,0.26999999999999996,-0.19049999999999995,1.877,2.3375,5.081,-1.7794999999999999,-0.5625,8.866,2.4895,-1.809,-0.4465,7.194,-0.2485,403.8505,3.2560000000000002,-2.5635,-1.1695,-0.2375000000000001,10.942,-0.29300000000000004,-1.2935,-0.0129999999999999,1.567,0.045499999999999985,1.6595,-1.4695,-0.724,0.6685,-0.16699999999999998,0.9295,1.059,1.3515000000000001,0.6745000000000001,-0.42750000000000005,-0.010499999999999976,-0.7779999999999999,-0.08649999999999994,-0.4285,-0.693,-0.3165,5.6415,-0.03049999999999995,-0.68,2.2184999999999997,1.291,0.7304999999999999
hsa-miR-4642,1.4485000000000001,-3.325,-3.3314999999999997,-1.166,-3.7175,10.7765,-4.093500000000001,-3.572,-2.4915,7.519,-5.7345,-5.0600000000000005,-6.2085,-3.2700000000000005,-5.678,-5.6850000000000005,-3.1975000000000002,-3.0495,4.5705,-6.625,-5.582,10.614,-1.9460000000000002,-4.9030000000000005,-4.3885000000000005,4.9325,-3.5995,-6.0065,-2.9035,-6.281000000000001,-5.6195,-5.1850000000000005,11.9055,-5.799,-5.9795,-4.846,-0.599,-3.868,-3.8465000000000003,-3.4825000000000004,-5.1645,-3.6005000000000003,-3.2695,-4.978,-2.573,-2.684,-4.742500000000001,-5.7555,-5.221500000000001,-5.571,-5.2395,-5.4865,-5.769,-5.0665,2.401,-4.4215,-5.7975,-2.7435,-1.6585,-4.729
hsa-miR-4643,-4.54,-0.039000000000000055,-0.5155,-2.6085000000000003,-0.5924999999999999,17.279500000000002,-0.2039999999999999,0.005999999999999961,-3.107,-6.021,20.2125,-1.2965,-2.565,1.0225,-1.973,-0.564,-1.2730000000000001,-0.39549999999999985,-6.4239999999999995,-2.2475,-1.582,-11.8595,-2.6215,-1.2570000000000001,-0.5264999999999999,-5.6955,-1.938,-0.9345000000000001,-1.3535,-2.3695,0.36350000000000005,-0.55,-9.847,0.4325000000000002,0.2039999999999999,-1.1275,-2.0364999999999998,-1.1455,0.281,-0.19799999999999987,-0.19649999999999987,-0.1869999999999999,-2.224,-0.5880000000000001,-1.0390000000000001,-0.685,0.42300000000000004,3.3619999999999997,-0.7315,0.2834999999999999,-1.6695,-0.199,-1.267,0.625,-4.2775,-1.2095,0.9414999999999999,0.433,-0.798,-0.7989999999999999
hsa-miR-4644,-2.8890000000000002,-3.6074999999999995,-3.7115,-7.42,3.3375,2.8580000000000005,-3.0185,-3.813,-7.1215,-13.163999999999998,4.0715,-2.6755,-2.6399999999999997,-0.49049999999999994,-4.779999999999999,-4.5405,-4.5600000000000005,-5.715,-14.8145,-5.9215,-6.038,-18.0475,-6.114,-5.154,-2.6165,-12.7455,-7.659000000000001,-7.5185,-4.725,-7.519,-3.554,-2.0765000000000002,-14.965,-2.3975,-4.471,-4.4485,-7.588499999999999,-1.5524999999999998,0.1269999999999999,0.9799999999999999,-4.732,-2.3065,-4.697,0.12049999999999987,-2.152,-1.162,-1.7965,-4.536,-6.9905,-0.22299999999999992,-1.4085,-0.38349999999999995,-3.6155,-3.4494999999999996,-6.6345,-4.1325,-3.4295,-2.2815000000000003,-7.089,-5.6405
hsa-miR-4645-3p,4.2165,3.9784999999999995,0.951,2.757,1.3639999999999999,6.2425,2.1195,2.3994999999999997,4.0565,7.4985,1.2855,1.577,1.0459999999999998,3.0564999999999998,1.8210000000000002,1.6619999999999997,3.5295,3.7119999999999997,3.897,1.483,1.117,7.242,2.7405,0.384,2.275,6.272,3.729,1.4224999999999999,4.4195,0.263,1.3165,0.6599999999999999,7.2235,1.1300000000000001,2.6410000000000005,0.23750000000000004,3.4485,0.9885000000000002,-0.806,0.583,1.86,1.432,3.2119999999999997,0.9974999999999999,1.452,3.6149999999999998,1.6644999999999999,2.3245,2.552,1.589,1.85,1.3725,0.818,0.35350000000000004,5.278499999999999,2.7984999999999998,3.3299999999999996,2.0140000000000002,2.541,1.845
hsa-miR-4645-5p,-6.2075000000000005,-2.169,-0.3945,-3.521,-3.129,3.974,-2.6975,-1.6580000000000001,-2.314,-9.73,-3.779,-0.2775000000000001,-2.6574999999999998,-2.206,-2.4210000000000003,-1.8175000000000001,-0.09500000000000001,-3.0524999999999998,-10.368500000000001,-2.6085000000000003,-2.259,-13.588999999999999,-3.7634999999999996,-2.0075,-0.4195000000000001,-8.195,-3.8480000000000003,-2.834,-1.9075,-4.4745,-2.966,-1.8365000000000002,-8.66,-2.2095,-2.714,-2.9595,-6.1875,-0.6695,-0.517,-2.719,-1.969,-2.2600000000000002,-3.2085,-0.876,-0.47599999999999987,-0.8154999999999999,-1.718,-1.7425000000000002,-3.628,-1.1455,-0.5105000000000001,-1.4849999999999999,-1.9774999999999998,-1.8105,-4.885,-2.818,-0.991,-0.24499999999999994,-3.5275,-3.0140000000000002
hsa-miR-4646-3p,13.3905,-0.44699999999999995,-4.0335,2.0945,-0.441,26.643000000000008,-2.6235,-2.1185,4.97,24.171,-2.8609999999999998,-2.811,-3.4189999999999996,1.8669999999999998,-5.3895,-5.156000000000001,0.558,2.1350000000000002,19.988999999999997,-5.6225000000000005,-1.5020000000000002,33.804500000000004,2.3619999999999997,-2.213,-3.9185000000000003,24.678,0.2955,-5.8665,3.7175,-4.957,-3.0324999999999998,-3.1445,46.408500000000004,-4.1274999999999995,-3.2354999999999996,-4.3625,7.847499999999999,-3.1100000000000003,-0.5695,-3.0164999999999997,-3.4450000000000003,-2.9905,1.135,-2.33,-0.47850000000000004,-1.214,-1.7105000000000001,-2.3865,-5.2655,-2.5810000000000004,-3.268,-2.6135,-3.5829999999999997,-4.313000000000001,12.169,-5.5409999999999995,-3.3034999999999997,-2.6505,2.245,-3.724
hsa-miR-4646-5p,-2.992,2.759,1.052,-1.1135,1.6640000000000001,5.2985,1.939,2.196,-1.1504999999999999,-5.1850000000000005,-2.4135,1.3125,-0.20050000000000004,1.971,-0.15749999999999997,-0.238,-2.9844999999999997,-1.689,-9.191500000000001,-1.4149999999999998,-0.266,-12.702,1.0955,-2.2835,-0.6915,-7.185,-3.3035000000000005,-3.1559999999999997,-0.7535000000000001,-5.1585,-0.8285,2.154,-7.9030000000000005,0.8625,0.09249999999999999,4.2365,-2.8475,1.877,6.936,13.129499999999998,-0.445,-0.21800000000000005,-0.4744999999999999,-0.019500000000000118,1.7974999999999999,-0.54,2.7785,-2.0140000000000002,-4.245,-0.5635,1.2799999999999998,7.943,-0.7470000000000001,2.1710000000000003,0.562,1.256,2.0,1.59,-1.2025000000000001,-2.7185
hsa-miR-4647,-6.3595,-1.2790000000000001,-2.4335,-3.082,-3.3925000000000005,3.5780000000000003,-1.1945000000000001,-2.4450000000000003,-3.664,-6.4155,-4.8955,-1.8524999999999998,-5.08,-0.9585000000000001,-4.732,-3.5380000000000003,-1.1244999999999998,-0.857,-6.99,-4.6259999999999994,-2.8525,-11.178,-3.4869999999999997,48.6775,-4.029,-5.8305,-3.0460000000000003,-4.622,-2.443,-5.4445,-4.1515,-1.2125,-7.272,-2.6744999999999997,-4.5305,-5.310499999999999,-5.718500000000001,-2.6774999999999998,-1.088,-1.9064999999999999,-3.928,-4.0915,-4.5585,-2.652,-1.5859999999999999,-2.045,-0.4035,-3.7704999999999997,-5.15,-3.041,-1.686,-3.1195,-4.706,-5.0815,-1.907,-4.3195,-0.3294999999999998,-1.361,-3.817,-5.189
hsa-miR-4648,-7.979000000000001,-3.1105,-3.3954999999999997,-4.6905,-0.49799999999999994,0.15200000000000008,-2.6615,-4.7620000000000005,-5.018,-10.0475,-6.26,-2.6734999999999998,-6.5075,-2.711,-6.358,-6.0945,-2.939,-6.052,-12.5815,-7.092499999999999,-5.731,-14.047999999999998,-4.146,-6.8065,-1.6629999999999998,-11.2965,-5.923,-6.961,-4.772,-8.815000000000001,-3.3825000000000003,-3.4,-9.972,-4.199,-1.666,-4.2005,-5.141,-1.1235000000000002,1.5850000000000002,-0.5295,-4.7595,-3.1935,-3.02,-2.8505,-0.6369999999999999,-3.409,1.1125,-3.0540000000000003,-7.125,-4.232,-2.304,-3.0469999999999997,-4.7345,-5.165,-5.7075000000000005,-4.7475000000000005,-1.222,-1.4405,-2.0495,-4.587
hsa-miR-4649-3p,24.9715,1.3175000000000001,0.24950000000000006,7.18,7.1125,2.2425,-0.3885,1.6009999999999998,10.103,32.872,3.563,-2.304,-0.13899999999999998,6.483,-3.6380000000000003,-3.2865,6.043,5.1905,29.750999999999998,-5.042,0.49250000000000005,47.226,6.8205,1.0645,-0.8734999999999999,33.219,5.886,-2.8970000000000002,5.383,-2.541,0.8370000000000001,0.1275,49.714999999999996,-0.5494999999999999,-1.2755,-2.1235,14.251499999999998,-0.04949999999999995,0.526,1.454,-1.4695,0.807,5.135,0.38299999999999995,0.647,0.9814999999999999,-0.046,-0.18150000000000005,-4.375500000000001,0.3184999999999999,-0.7135,1.1455,-2.75,-1.026,18.7095,-2.8045,-2.767,0.0005000000000000337,4.281499999999999,-3.2074999999999996
hsa-miR-4649-5p,-10.608500000000001,-5.5585,-4.3495,-6.129,-4.368,1.3729999999999998,-4.5445,-4.5115,-7.983,-12.019499999999999,-8.056000000000001,-3.1700000000000004,-5.7545,-1.3969999999999998,-6.984,-6.593500000000001,-5.768,-6.7355,-12.905000000000001,-7.328999999999999,-6.1835,-17.268,-6.6855,-6.225,-4.371,-11.4155,-8.4465,-7.274500000000001,-6.3735,-9.255500000000001,-6.7095,-5.5985,-12.815000000000001,-7.146000000000001,-6.340999999999999,-6.794499999999999,-9.7575,-5.348,-3.654,-5.308,-6.417999999999999,-4.332,-7.1425,-6.060499999999999,-4.3905,-3.7700000000000005,-5.6705,-5.9575000000000005,-7.1895,-5.632,-5.981,-5.1005,-6.397,-5.3845,-8.3825,-8.8325,-5.4665,-3.5295,-6.5344999999999995,-5.8870000000000005
hsa-miR-4650-3p,-6.411499999999999,-3.112,-4.228,-5.1065,-4.3229999999999995,-1.7955,-3.4155,-3.223,-5.8345,-8.799,-5.808,-1.6179999999999999,-6.1025,-2.0799999999999996,-4.585,-4.5775,-4.136,-4.0,-10.978,-4.4464999999999995,-4.9225,-11.6205,-4.8100000000000005,-4.237,-1.7290000000000003,-8.6155,-5.529999999999999,-5.1815,-4.0895,-5.4375,-5.2095,-3.4259999999999997,-7.4030000000000005,-3.178,-4.7175,-5.3285,-6.5040000000000004,-3.7030000000000003,-1.9629999999999999,-3.5410000000000004,-4.399,-3.098,-5.375,-3.556,-2.8649999999999998,-0.8855000000000001,-3.2045000000000003,-4.3225,-5.189,-4.782500000000001,-3.789,-3.537,-4.3545,-4.65,-4.6235,-3.9440000000000004,-3.717,-1.7710000000000001,-4.843999999999999,-3.9410000000000003
hsa-miR-4650-5p,5.2885,2.001,-0.1885,4.185499999999999,1.6055,3.084,-0.006500000000000061,1.59,4.551,11.499500000000001,-0.3475,-1.065,-0.6815,2.2640000000000002,0.7394999999999999,-0.051999999999999956,1.377,2.1375,7.915000000000001,-0.6890000000000001,0.6935,14.2935,2.471,-0.8145,1.6075,8.797,3.6174999999999997,0.7700000000000001,2.5044999999999997,-1.076,-2.4145,-0.664,12.4035,-0.26,-0.2695,-1.5779999999999998,3.2920000000000003,-1.5844999999999998,0.6524999999999999,0.17149999999999996,0.9654999999999999,-0.15449999999999994,2.4400000000000004,-0.5455,1.1125,0.729,1.6695,0.2475,-1.4060000000000001,1.7774999999999999,-0.7790000000000001,-0.457,-0.5235,-1.579,4.4575,0.5005,-0.639,0.06299999999999997,6.367,0.36
hsa-miR-4651,-8.693000000000001,-2.347,-3.9219999999999997,-4.6305,-1.908,8.18,-2.033,-3.972,-6.2375,-11.9085,-7.5655,-2.338,-6.4735,2.086,-5.5920000000000005,-5.0275,84.5135,-2.9165,17.375999999999998,-7.305,-4.7435,-17.825499999999998,-4.3865,-8.2095,-1.6844999999999999,-12.1995,-6.385,-6.6145,-3.696,-8.349,-4.309,-1.4469999999999998,-11.624,-4.9155,-3.531,-4.1745,-7.522499999999999,-3.9240000000000004,2.7845,1.9035,-4.779999999999999,-4.8585,-0.8560000000000002,-1.395,-2.8385,-0.99,2.7045,-3.8805,-7.6545000000000005,-3.8280000000000003,-3.6159999999999997,-1.075,-5.657,-6.18,-7.486,-3.9204999999999997,-0.8175000000000001,-1.36,-4.215,-6.0045
hsa-miR-4652-3p,12.084999999999999,-1.1085,-1.1644999999999999,3.225,5.593500000000001,24.585,-0.32499999999999996,-0.7224999999999999,3.3335,11.6735,2.3365,-2.0425,-0.875,3.399,-2.9619999999999997,-1.738,3.4269999999999996,2.6345,7.539499999999999,-2.744,0.564,18.9175,2.6879999999999997,1.0295,0.825,10.693000000000001,1.4929999999999999,-2.4765,3.4524999999999997,-3.179,1.0305,-0.32,21.625999999999998,-0.9129999999999999,-1.4985,-1.9300000000000002,4.0905000000000005,0.31399999999999995,0.775,1.244,-0.701,-1.0125,0.569,0.11049999999999997,0.18299999999999997,0.3965000000000001,-0.44699999999999995,-0.3229999999999999,-2.9385,0.014500000000000023,-0.4525,0.1620000000000002,-4.082,-2.7295,14.279,-3.1285,0.569,-0.09099999999999993,1.1575,-2.5484999999999998
hsa-miR-4652-5p,-5.0585,-0.7555,-0.82,-2.715,0.4365,8.232,2.1994999999999996,-0.6849999999999999,-2.7525,-7.159999999999999,-0.17250000000000004,-0.3665,-1.5375,3.6400000000000006,-0.31999999999999995,-0.12849999999999998,-1.2814999999999999,-2.0585,-9.249500000000001,-2.1734999999999998,-0.8745,-10.5825,-2.154,-1.165,0.9375000000000002,-6.520999999999999,-2.5795000000000003,-1.591,-2.8689999999999998,-1.4195,-1.719,0.4029999999999999,-9.1635,-0.485,-0.982,-1.5545,-4.578,1.3035,2.0575,-1.2435,-0.46299999999999997,0.48050000000000004,-2.4295,-1.5154999999999998,-1.1395,0.6825,-0.568,-0.538,-1.107,1.8684999999999998,0.8234999999999999,-0.06900000000000006,-1.0925,-0.611,-4.4255,-2.2285,-0.736,1.307,-1.948,-1.027
hsa-miR-4653-3p,20.3525,39.8845,15.525,11.749500000000001,38.251999999999995,28.0745,29.567,23.878999999999998,28.2495,14.3155,18.9055,32.548,11.8635,22.6555,13.154500000000002,16.8565,35.8935,28.658499999999997,6.4485,13.727500000000001,23.454,11.689499999999999,29.1625,1.677,17.04,5.3515,23.895,9.2625,30.482499999999998,6.977500000000001,32.1355,35.604,17.962,35.929,36.5695,38.864,30.649,34.851,68.71849999999999,47.695499999999996,20.8375,10.0205,39.946,30.3695,35.777,11.138,66.14500000000001,28.597500000000004,9.4675,23.7285,21.198500000000003,28.4865,11.486,17.777,19.686,23.310499999999998,55.361000000000004,31.345,38.422,14.34
hsa-miR-4653-5p,-6.9079999999999995,-3.9829999999999997,-4.506,-5.8205,-5.225,42.4935,-4.4905,-3.935,-6.026000000000001,-6.522,-7.346500000000001,-4.521,-7.1915000000000004,-3.501,-6.0615000000000006,-5.511,-5.1495,-5.1925,-10.422,-6.7005,-4.38,-9.649,-4.3395,-6.3065,-3.1105,-7.2204999999999995,-5.067,-5.305,-4.945,-7.866,-5.35,-5.4585,-7.027500000000001,-5.0885,-5.560499999999999,-5.502000000000001,-6.2335,-3.9595,-1.812,-3.9130000000000003,-6.539,-3.843,-6.36,-4.0755,-3.393,-3.2095,-2.4405,-5.202,-6.304,-4.829,-3.5120000000000005,-2.827,-5.331,-5.623,-4.407500000000001,-6.2775,-6.5504999999999995,-3.7949999999999995,-4.287,-2.982
hsa-miR-4654,-3.668,-0.9040000000000001,-2.9695,-3.4155,-4.164499999999999,2.199,-3.131,-4.0675,-5.7755,-3.7545,-5.6555,-3.0105,-5.473000000000001,-0.1379999999999999,-3.8045,-4.91,-3.0715,-3.0940000000000003,-6.2715,-4.619,-3.3455,-7.5705,-2.1235,-4.161,-2.8055,-5.798,-4.0649999999999995,-3.8175,-1.8559999999999999,-4.743,-5.205,-2.109,-3.0475000000000003,-3.141,-2.6875,-4.2275,-2.1005,-3.275,-1.8240000000000003,-2.8850000000000002,-2.38,-1.09,-4.932,-3.5604999999999998,-2.393,-2.757,-1.2265000000000001,-3.646,-5.284,-4.636,-3.038,-3.2880000000000003,-5.029,-5.2405,-4.835,-4.2385,-0.08700000000000019,-1.6620000000000001,-3.1574999999999998,-3.7615000000000003
hsa-miR-4655-3p,-9.7745,-5.9575000000000005,-6.927,-8.0965,-4.96,-5.8534999999999995,-6.304,-7.122,-8.658,-13.696000000000002,-9.206999999999999,-4.1295,-9.2225,-3.5235,-9.3045,-7.031499999999999,-7.1405,-6.913500000000001,-14.8155,-9.0915,-7.1385000000000005,-17.963,-7.6819999999999995,-8.940999999999999,-5.57,-12.398,-7.9719999999999995,-9.056999999999999,-6.2425,-10.842,-9.1875,-7.2875,-13.226500000000001,-7.183,-8.0595,-6.9265,-11.2185,-5.6055,-5.8195,-4.6925,-7.979000000000001,-5.978,-9.3285,-5.651,-5.2685,-4.9295,-4.011,-6.325,-8.9005,-7.328,-5.346500000000001,-6.3415,-7.011,-6.776000000000001,-7.9254999999999995,-6.409000000000001,-7.541499999999999,-5.0495,-5.904,-8.061
